	a	b	c	d	e	f	g	h	i	=	l	m	n	o	p	q	r	s	t	u	v	w	x	y	z	^	!	""""	#	$	%	&	'	(	)	+	2	3	4	5	6	7	8	9	0	>	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	Y	Z	~	?	_	|	/	\	@	{	}	[	]	:
a	144.74740614303542	2.3732033016228358	0.9774137349989276	0.6693953696834699	0.6531359421925543	0.5410788627674895	0.3764582020907254	0.4719309633304008	0.5677072501097145	0.21498868800216026	0.4471484225706771	0.39826008843643307	0.668641221893064	0.6066730579774615	0.7718162940737145	0.7326722174185231	1.7632558749163416	5.367654179012109	0.8720657422766438	0.4568972274796828	1.008332858831459	1.200021055695813	1.1144304973074668	0.39724067508343686	2.78465231716742	0.6134262206430433	1.3668056040239345	1.9057275057981107	0.8586419174529536	2.097402823063128	1.7031479370959488	1.7740396063981119	0.5408201768801659	1.2675981611055933	1.2945167613464637	0.8682880484547552	1.2589748670262981	1.429252809223166	1.662441958493836	1.5377842245295978	1.3055372688473812	1.191149575322354	1.195137539534519	2.475722007331659	1.3122658349375516	0.2637112210165119	2.153871172201496	0.8124676489969233	0.7717310400104206	0.7681010162862738	0.3033632648621264	0.4794096984374012	0.13718189651132826	0.3653863668221258	0.4112988102495038	0.08702502520537643	0.9023063921658122	1.261454447205984	0.8490969750839049	0.8530253614677618	0.6181229002201466	0.7539654329149436	2.5378403152750115	1.3711689123493258	0.5089704126522612	0.689770263215137	0.3537199499694322	1.7567473536178186	0.8104800592777868	0.8791653859522794	0.6926748417836066	1.3636577070606108	0.5264620397528684	1.7089812251344003	0.7793532120814098	1.9484348313847788	0.48085231375896154	0.4579433342354706	0.537115809713358	0.7010638194431968	0.4946224277933269	1.3121930244889726	0.5664866610413708
b	2.3732033016228358	25.798932280028836	1.498558116222132	0.8628508116880181	0.6835412846865272	0.6961543593606914	0.6763280070820114	0.3835618821331298	0.6093103429099064	0.23350156266852048	0.4530305510045421	0.3432611614308675	0.5059243261094598	0.5580307488761042	0.4151938324405491	0.66327457714952	0.7372123773488868	0.671009268772816	0.796376677394824	0.88144624621799	1.4727902777022581	1.1116021915986503	2.1682600515008263	0.5160817411753652	0.5793293262247614	0.9535989128662515	0.8784634920664001	0.8818943777846004	0.7492221076561804	1.9935114704726782	5.52035379626758	1.5572514883986424	0.3460500371226367	1.8513949815498032	3.595556789017602	1.0823827232406367	1.0089884378233969	0.806120523568719	1.046461698945913	2.2364871517255245	5.5740102939304	1.4899394648167605	1.9934254565989062	1.1168195401125418	3.7013972777761492	1.0317989301897728	1.8145194803816322	1.3462839060311211	0.9377799202068997	1.066677305989128	0.8637954030012055	0.7597193445219603	0.19061995771454215	0.35653238422200834	0.42311447363704563	0.10441479059603936	0.9589292525754305	1.4726896429717278	1.262266872005997	0.9499044816464648	0.6424356066537774	1.0019157422433291	0.39624733572819654	0.7379988735645693	0.9446246615144461	0.512072203189145	0.19694617587077765	1.3404026119735752	0.6016848387472459	0.9188220746396474	0.9984346901412395	2.0987090469618455	1.520167582969994	0.8539426925097536	1.6549989390529474	0.7458415688537626	1.3684061895842337	1.968416694737154	1.142140159724252	0.8026464146358765	0.7569468837409118	1.0177795894634818	0.5538101655460989
c	0.9774137349989276	1.498558116222132	10.620112776100958	1.3133752786176245	0.6137671340404693	0.5905081426202372	0.34149546603019354	0.29070031798038054	0.301023120400458	0.15368780045540859	0.22815941112208313	0.1892525641040761	0.26354674846768494	0.429428413805922	0.23700356377573972	0.431985503326903	0.39239636514211523	0.36805497166379375	0.18635850504445337	0.28488065819505437	1.1938080172328773	0.6485201193012333	1.0725383438175184	0.8203574448284203	0.7424982969791348	0.8473645314215921	0.5958261708122254	0.540552434524063	0.5208695645119449	1.1513364945550026	0.6410711128772085	0.5832047699355066	0.17989249519082054	0.9561857366388932	0.8522727523435806	0.5958387648197244	0.7006028755781524	0.45433542733212035	0.6830748606696079	0.8509177255123176	1.0521753710995032	0.7472057239700761	1.009586731610723	1.3440834589710287	1.3976513286735581	0.39280312969438264	0.9756671189406342	0.843977185642796	0.8685017971191867	0.9047564611038017	0.810356052057563	0.5682985734140088	0.1226365752165959	0.29657184199348335	0.36921710526554935	0.08750592811898619	0.5338313180446917	0.6661151483961174	0.5728448254177076	0.5988225707854737	0.38446308891885683	1.127358699925149	0.8451566177281875	0.26306702144019395	0.20474799090270898	0.3308414575836667	0.43782777210986545	0.8154255719046171	0.050159833891717236	0.6091580472853914	0.5334236192959292	1.1894332068267557	0.7016545546785276	2.3126407195033423	1.0375794516735855	0.5351037644630026	2.088124125423463	0.47500645527880725	0.6344246220060924	0.6816364053251333	0.4815914203568274	0.8217772325818652	0.6398281062191021
d	0.6693953696834699	0.8628508116880181	1.3133752786176245	7.7186232978912654	0.8826178175988714	0.5242802558063032	0.3735261411848358	0.2670446125807195	0.25450559628488745	0.1075521589861166	0.20327787130871836	0.136546351147198	0.2666273891100961	0.3339998772324442	0.19212635247982215	0.2995646105018369	0.1754588862568371	0.2811081655180723	0.14469264054555153	0.27522785409975964	1.1840061713474657	0.4454541524107377	0.6984248751339129	0.6147125676253732	0.727404890460279	0.7590626827752853	0.3232221756363161	0.36778977285331926	0.25586562492680714	0.5539400370110505	0.4903296638509553	0.26435728092729144	0.08915077985449041	1.4776398629785388	0.7705827174441002	0.5257839881735922	0.5454402401251249	0.35073578441970094	0.43659331633839915	0.9879579066784527	0.6706271560863755	0.8150496491825643	0.7501772333015048	0.9995021670690898	0.823288751204824	0.13757343131984087	0.5987837676649599	0.6555833453503	0.7096969647776179	1.166049165649815	0.4127922194789551	0.4472289485139421	0.11232671285136107	0.24343032245134003	0.3084290776401404	0.06770111173220988	0.5031039449473599	0.550863996321052	0.4807663207715674	0.5803894961885462	0.3602885026610904	0.5361765757871512	0.8339232862968567	0.348922154230369	0.28879013128519776	0.20161798053591945	0.08514584544677432	0.3221913696965749	0.02787072083878889	0.6671341660941773	0.5114805169586976	0.5747862977032931	0.6955278375032814	0.6865720150211164	0.954216522018738	0.843814180809191	0.7275624115783575	0.605972160643681	0.7062381707504938	0.5828945209974613	0.48041984891163975	0.7135121037259379	0.34106504352046524
e	0.6531359421925543	0.6835412846865272	0.6137671340404693	0.8826178175988714	6.04755065399802	1.2275077242335262	0.45340746209763944	0.2697390451889616	0.39165404614899546	0.10933929354530807	0.0883646879146774	0.10299816006150445	0.19878028939767883	0.24473378391565703	0.13246310240520137	0.32479469072349054	0.25027556099402015	0.20437401521716964	0.1288156293387083	0.26288657311325186	0.35902289247912006	0.19124005435695227	1.0095989255511444	0.42633390803330906	0.6477482570061921	0.8235750865277548	0.42330585914270175	0.3723278781732813	0.4434856648984713	0.7808467573115079	0.9401458112018027	0.19684589488111598	0.056923036929313824	0.4489907789853241	1.251865667556214	1.255477709307195	0.7682736122316169	0.6282651681154189	0.7268986259160122	1.811618705852888	1.4120994611095041	1.9699803622778929	2.20018940210755	2.3211921408781775	2.0439622840660125	0.14714587446572205	0.8682219569382267	0.5972983975326104	0.4923761271908699	0.7914777549740784	0.7732969549742945	0.4864184043101175	0.06843636229431492	0.287133383358993	0.29340931442811097	0.05953076716923966	0.3136222180337758	0.7174294030404499	0.7679047633366665	0.5366961390663866	0.3967508804147458	1.6253050314203012	0.19889481238594856	1.340466181497341	1.5015166750274296	0.08939917035446589	0.08732312564667714	0.11083179120035326	0.12005031447599715	0.5482919247376706	0.9127572481317924	0.2962889660532491	0.38446378337983067	0.6186478579345313	1.1033890352373352	0.5418896959430173	0.7775399774638413	0.784586678321731	0.355856584896518	0.8746759476443848	0.37574721448750903	0.7986577311237079	0.21839491332751662
f	0.5410788627674895	0.6961543593606914	0.5905081426202372	0.5242802558063032	1.2275077242335262	13.916905512021152	1.6009666318961384	0.6093150690384095	0.6744284784347069	0.24668675489966518	0.20801776631623592	0.18172329218977176	0.27865770622791464	0.30117694488929336	0.3252807963758318	0.4356474136988142	0.38119225373306953	0.320730520666863	0.12776904494058233	0.20418983839782653	0.6305638951935894	0.3880049428031087	0.7407503646586141	0.38434114043206	0.49897944653430215	0.5690879721693158	0.43610197045389726	0.37536893226760315	0.3195069584846422	0.6425311025549691	0.8419981907622299	0.2227933352700402	0.05819912714966642	0.5446593073813341	1.2355130246962105	0.8191779166190644	0.5744049277631689	0.302128343504532	0.44134453742762036	1.0663756972276413	0.772522072225259	0.7837414288421767	1.1252208694786816	1.0040407524170298	1.0851102680144848	0.11911934945724713	0.5371227970514245	0.6252611804725372	0.6410291363243277	0.7945074126815027	0.3692155921597873	0.7729110463051548	0.23837552739568743	0.5385852748762733	0.44984162069285877	0.11204230608609582	0.5055417033406239	0.7138281308385149	0.6646562177973286	0.6341529355093615	0.9397939436757705	1.9174956235303107	0.1391966792220522	0.3885169247091126	0.22863410867714962	0.08342143259390063	0.29334313461861716	0.890319450986452	0.28005766656523806	0.8238827273097203	0.6676018924136431	0.547259912873176	1.3487207870499807	0.5439695543986641	0.8079057819144968	0.37871590383148246	2.353881075387101	1.3849183916109677	0.6887264861124898	0.8055949353923076	0.5266088867216293	0.8296700573730851	0.20209149760617676
g	0.3764582020907254	0.6763280070820114	0.34149546603019354	0.3735261411848358	0.45340746209763944	1.6009666318961384	16.57029188745071	2.0933068291006536	1.4007283235910268	0.41624874000005324	0.12570474336417897	0.1238354052061985	0.14294610419464765	0.23240870638815161	0.16853428754397526	0.32806068805338806	0.23225132619005556	0.2269482109379781	0.14329870260089617	0.14062838654929366	1.1265998578272376	0.2733902074827881	0.5178523595394968	0.4475442336702538	0.147040609567654	0.32312793817784796	0.3151583964114773	0.2389431934764626	0.231983538202169	0.2662732764902643	0.3426766747610019	0.1941339522151956	0.017199825495904326	0.8541382802248397	0.3535470841330159	0.34388215449262816	0.4024433124713096	0.14094533442404808	0.32101984619017426	0.5341751885871324	0.6416482488079613	0.3917996567645012	0.4259425665821734	0.5763479633191495	0.46381796996796587	0.04394607401184418	0.7143621824283878	0.7975659179894459	0.9523781301063574	1.0265073913239373	0.402253499622863	1.7852629516712337	1.7279217271195975	1.309449737239866	0.6476588059785106	0.10647260748153664	0.44669273781566804	0.8129849585047773	0.400946994165832	0.272332992119354	0.7991855591451567	0.22466039909668103	0.11727312732294796	0.3404746663765078	0.15253040661749012	0.1476523362591669	0.15143470160925937	0.325909677714671	1.2491387647525531	1.1455595382204904	0.45956089468104827	0.4404177587432258	1.223391079465488	0.5135617423845042	1.924347084251216	1.3190227143729643	1.8253155065338946	2.4812701973657347	0.8306728066607504	1.32443799888299	0.49682319292170996	0.6492247460478364	0.1294813500883672
h	0.4719309633304008	0.3835618821331298	0.29070031798038054	0.2670446125807195	0.2697390451889616	0.6093150690384095	2.0933068291006536	23.80374876692515	4.741413975046057	0.5235976870433595	0.09907150752150204	0.045006136141864196	0.08333568271149476	0.1629402191767859	0.15353205075275364	0.18156748324540822	0.14396139817485804	0.18733122831678278	0.16581751897006294	0.047531601121985415	0.47092234816513184	0.03134926016004885	0.6484741976410408	0.10603241464691027	0.7101931097137489	0.06844213646595651	0.28625485982790977	0.18313730037783577	0.1277744644528684	0.35537312794103365	0.35942576685658223	0.25355133131806235	0.02444727092967544	0.25979794388606425	1.6282327280566276	0.23805178432499835	0.31825658323139056	0.12491403019419209	0.16479372628188038	0.3072949595440178	0.23767923663341534	0.19946514663512774	0.5373914017038801	0.37550194591738256	0.2381105022505758	0.10769825587533347	0.4859348622190809	0.4924016027666659	0.4684506533305819	0.5769325737355601	0.20337884670652598	0.8564742430320345	0.6970278207770603	1.044249117629196	0.5233881902297164	0.08491818232741366	0.4047362717546172	0.5119585334070026	0.4919515892976122	0.9258413188164759	0.4370670209088775	0.1235366768436081	0.03928791127423231	0.32095001295448644	0.09927907681720681	0.06727282494782982	0.03449806630389185	0.0856671876855283	3.2408683418617046	0.6276490265940571	0.2613248192385725	0.14310746265773072	0.14209564428859273	0.0913511471881706	0.09015114516769092	0.36818220428331266	0.20322119711776704	0.5895503081520983	0.6200867624588642	0.7227204715090657	0.43848846673370134	0.5453469296918473	0.09537528935574266
i	0.5677072501097145	0.6093103429099064	0.301023120400458	0.25450559628488745	0.39165404614899546	0.6744284784347069	1.4007283235910268	4.741413975046057	46.993545859623424	4.434551309624116	0.10849701535627666	0.12478211257312077	0.14185082344788125	0.23188846534796662	0.3674268850822935	0.2936024350707957	0.24524594855831885	0.25342086037759093	0.16118462208777984	0.0623655440460154	0.8851839776723591	0.09207369513711573	0.40234473826775136	0.23434638480828893	0.1506567851641937	0.23469248614136967	0.41502053185842824	0.2062753811203814	0.11921143325210423	0.378255799326525	0.2899365129230919	0.12319826348026958	0.2748717145795058	2.038571048862912	0.3252229498366759	0.19232410889004953	0.4600060603409109	0.25828982194218514	0.29415310656027854	0.5196495410637355	0.693735034342599	0.3509971624631349	0.49292742489816743	0.45426736402179935	0.7126401338867869	0.02512422084186303	0.4944799657286715	0.4569235138548274	0.4606289156760899	0.8265750381582926	0.28565268693032686	0.7180246331733509	0.44645932511014547	0.72635250749292	2.1647869835907314	0.2559193561226197	0.46555353680989137	0.907148836217653	0.3078214564850971	0.18667435236752064	0.33487268861571434	0.3493091914764159	0.1354575278412126	0.2049216493270276	0.38032898602060594	0.6442899682240844	0.7929534599433415	0.036464788253939	0.9084488551959597	0.7825097286111591	0.5176024257377279	0.9594051067116237	0.9057340397277361	0.2640032668631885	0.4943398567084797	3.014315298829204	1.0779530697940007	0.6638658988657471	0.600485359513498	0.8859094134139992	0.6914677163812827	0.9310500283900094	0.18301034333538313
=	0.21498868800216026	0.23350156266852048	0.15368780045540859	0.1075521589861166	0.10933929354530807	0.24668675489966518	0.41624874000005324	0.5235976870433595	4.434551309624116	18.19004688369832	0.02911098046820272	0.032749864293217176	0.06286327910143494	0.0927839639526117	0.035139061705121453	0.0679967616778437	0.09003214473348382	0.04286430211580477	0.021264341752595103	0.010586865675692069	0.5156109964668913	0.037610047266914054	0.04827707897575353	0.36213442091079767	0.03794467853567408	0.0646682346814811	0.2040498318049374	0.11171465839764899	0.036463184171603484	0.15412429304072045	0.11606931673219502	0.07229136895209326	0.006026641636385808	0.07822893720324836	0.10403222903384575	0.03743315946563365	0.22060764414454967	0.07162231669205887	0.09460610845067195	0.1265450041988325	0.16661362068061147	0.15183144599967832	0.08038460328343776	0.0623596787705164	0.07024518464074275	0.008228591959456761	0.2004744941069967	0.15301529436129296	0.15515634189468436	0.19670866693326175	0.06986857320160045	0.19051337399397325	0.055103182185207954	0.23450559320637712	0.2849814458005369	0.35452021641218157	0.16297957364065435	0.22284245627384622	0.17996251771082142	0.25525160859283097	0.5477706454331411	0.05206380226684397	0.03708915389145906	0.047341870071550274	0.014644203040335046	0.009923107055546188	0.020354608590219026	0.0056161668727986525	0.1399158094832014	0.17987932550016428	0.17065624497608003	0.2757953461938482	0.0887712534634477	0.05484476076944946	0.03441779270709761	0.056060774010363135	0.1752456541821695	0.3246576571444003	0.2610409616402763	0.3038521069745115	0.46064328344060257	0.6028986815600568	0.037086756886785824
l	0.4471484225706771	0.4530305510045421	0.22815941112208313	0.20327787130871836	0.0883646879146774	0.20801776631623592	0.12570474336417897	0.09907150752150204	0.10849701535627666	0.02911098046820272	92.06727503902854	2.3707864612870475	4.960363325802206	1.2305467268109958	1.7848395311489416	1.2208677200301974	1.139636142860905	1.843228593539826	0.21702205795125015	0.37793200525658016	0.9519316525066741	0.6802006569826435	0.46287095051792293	2.6965858992573972	0.04765209535702849	0.9346301375670211	0.8358575546796955	0.47758362635397006	0.12060058526593867	1.4923787583842996	0.1623224815869323	0.09416508236923118	0.013796897702900301	0.2140620223694831	0.36768224410551675	0.29092063680889446	0.433705679688375	0.4976441369565324	0.6852075713550347	0.8983519122519207	0.5233981915785668	5.508449624938597	0.4646142780534733	1.4761847987554573	0.4966123392179733	0.5988065267652397	0.2554564261664393	0.38739169614222146	0.21871781246563768	0.3867949612875791	0.14802091387133282	0.12421705972727702	0.061851880805041615	0.3486233105302283	0.15963847830086783	0.0300350228705068	2.411218816133406	0.5177514757190466	0.5337060468660355	2.9622956074208897	0.3849600377928377	0.2302364837666026	0.5017582858881687	0.7713084874957594	0.20450392759638883	0.4157237566078306	0.1421244088845872	0.11764329342750386	0.3256502760094675	0.2166587662301231	0.30498125643296364	0.32041908614650993	0.46733825035676035	0.44237224553119603	0.24031945502302918	0.19571991110809056	0.8372264189753283	0.22816159464919175	0.8406658547435065	0.4108681731054929	0.7082235609255175	0.3169247272745796	0.14098238259560314
